0.000000,0.000000
0.000010,0.000000
0.000020,0.000000
0.000030,0.000000
0.000040,0.000000
0.000050,0.000000
0.000060,0.000000
0.000070,0.000000
0.000080,0.000000
0.000090,0.000000
0.000100,0.135091
0.000110,0.135091
0.000120,0.135091
0.000130,0.135091
0.000140,0.135091
0.000150,0.135091
0.000160,0.135091
0.000170,0.135091
0.000180,0.135091
0.000190,0.135091
0.000200,0.377096
0.000210,0.377096
0.000220,0.377096
0.000230,0.377096
0.000240,0.377096
0.000250,0.377096
0.000260,0.377096
0.000270,0.377096
0.000280,0.377096
0.000290,0.377096
0.000300,0.674154
0.000310,0.674154
0.000320,0.674154
0.000330,0.674154
0.000340,0.674154
0.000350,0.674154
0.000360,0.674154
0.000370,0.674154
0.000380,0.674154
0.000390,0.674154
0.000400,0.831299
0.000410,0.831299
0.000420,0.831299
0.000430,0.831299
0.000440,0.831299
0.000450,0.831299
0.000460,0.831299
0.000470,0.831299
0.000480,0.831299
0.000490,0.831299
0.000500,0.828664
0.000510,0.828664
0.000520,0.828664
0.000530,0.828664
0.000540,0.828664
0.000550,0.828664
0.000560,0.828664
0.000570,0.828664
0.000580,0.828664
0.000590,0.828664
0.000600,0.690053
0.000610,0.690053
0.000620,0.690053
0.000630,0.690053
0.000640,0.690053
0.000650,0.690053
0.000660,0.690053
0.000670,0.690053
0.000680,0.690053
0.000690,0.690053
0.000700,0.474935
0.000710,0.474935
0.000720,0.474935
0.000730,0.474935
0.000740,0.474935
0.000750,0.474935
0.000760,0.474935
0.000770,0.474935
0.000780,0.474935
0.000790,0.474935
0.000800,0.266581
0.000810,0.266581
0.000820,0.266581
0.000830,0.266581
0.000840,0.266581
0.000850,0.266581
0.000860,0.266581
0.000870,0.266581
0.000880,0.266581
0.000890,0.266581
0.000900,0.146851
0.000910,0.146851
0.000920,0.146851
0.000930,0.146851
0.000940,0.146851
0.000950,0.146851
0.000960,0.146851
0.000970,0.146851
0.000980,0.146851
0.000990,0.146851
0.001000,0.162404
0.001010,0.162404
0.001020,0.162404
0.001030,0.162404
0.001040,0.162404
0.001050,0.162404
0.001060,0.162404
0.001070,0.162404
0.001080,0.162404
0.001090,0.162404
0.001100,0.305918
0.001110,0.305918
0.001120,0.305918
0.001130,0.305918
0.001140,0.305918
0.001150,0.305918
0.001160,0.305918
0.001170,0.305918
0.001180,0.305918
0.001190,0.305918
0.001200,0.523234
0.001210,0.523234
0.001220,0.523234
0.001230,0.523234
0.001240,0.523234
0.001250,0.523234
0.001260,0.523234
0.001270,0.523234
0.001280,0.523234
0.001290,0.523234
0.001300,0.732808
0.001310,0.732808
0.001320,0.732808
0.001330,0.732808
0.001340,0.732808
0.001350,0.732808
0.001360,0.732808
0.001370,0.732808
0.001380,0.732808
0.001390,0.732808
0.001400,0.854004
0.001410,0.854004
0.001420,0.854004
0.001430,0.854004
0.001440,0.854004
0.001450,0.854004
0.001460,0.854004
0.001470,0.854004
0.001480,0.854004
0.001490,0.854004
0.001500,0.839233
0.001510,0.839233
0.001520,0.839233
0.001530,0.839233
0.001540,0.839233
0.001550,0.839233
0.001560,0.839233
0.001570,0.839233
0.001580,0.839233
0.001590,0.839233
0.001600,0.695770
0.001610,0.695770
0.001620,0.695770
0.001630,0.695770
0.001640,0.695770
0.001650,0.695770
0.001660,0.695770
0.001670,0.695770
0.001680,0.695770
0.001690,0.695770
0.001700,0.477193
0.001710,0.477193
0.001720,0.477193
0.001730,0.477193
0.001740,0.477193
0.001750,0.477193
0.001760,0.477193
0.001770,0.477193
0.001780,0.477193
0.001790,0.477193
0.001800,0.266968
0.001810,0.266968
0.001820,0.266968
0.001830,0.266968
0.001840,0.266968
0.001850,0.266968
0.001860,0.266968
0.001870,0.266968
0.001880,0.266968
0.001890,0.266968
0.001900,0.146718
0.001910,0.146718
0.001920,0.146718
0.001930,0.146718
0.001940,0.146718
0.001950,0.146718
0.001960,0.146718
0.001970,0.146718
0.001980,0.146718
0.001990,0.146718
0.002000,0.162140
0.002010,0.162140
0.002020,0.162140
0.002030,0.162140
0.002040,0.162140
0.002050,0.162140
0.002060,0.162140
0.002070,0.162140
0.002080,0.162140
0.002090,0.162140
0.002100,0.305573
0.002110,0.305573
0.002120,0.305573
0.002130,0.305573
0.002140,0.305573
0.002150,0.305573
0.002160,0.305573
0.002170,0.305573
0.002180,0.305573
0.002190,0.305573
0.002200,0.523081
0.002210,0.523081
0.002220,0.523081
0.002230,0.523081
0.002240,0.523081
0.002250,0.523081
0.002260,0.523081
0.002270,0.523081
