200,0,0
201,0,0
202,0,0
203,0,0
204,0,0
205,-2,-2
206,-5,-3
207,-11,-6
208,-18,-7
209,-28,-10
210,-40,-12
211,-55,-15
212,-68,-13
213,-84,-16
214,-107,-23
215,-128,-21
216,-153,-25
217,-180,-27
218,-203,-23
219,-237,-34
220,-271,-34
221,-305,-34
222,-342,-37
223,-382,-40
224,-424,-42
225,-466,-42
226,-510,-44
227,-555,-45
228,-608,-53
229,-652,-44
230,-711,-59
231,-762,-51
232,-824,-62
233,-884,-60
234,-949,-65
235,-1013,-64
236,-1078,-65
237,-1151,-73
238,-1218,-67
239,-1294,-76
240,-1364,-70
241,-1441,-77
242,-1519,-78
243,-1591,-72
244,-1674,-83
245,-1759,-85
246,-1845,-86
247,-1935,-90
248,-2022,-87
249,-2119,-97
250,-2210,-91
251,-2303,-93
252,-2397,-94
253,-2500,-103
254,-2598,-98
255,-2706,-108
256,-2803,-97
257,-2915,-112
258,-3025,-110
259,-3138,-113
260,-3253,-115
261,-3369,-116
262,-3487,-118
263,-3607,-120
264,-3728,-121
265,-3850,-122
266,-3971,-121
267,-4095,-124
268,-4223,-128
269,-4354,-131
270,-4484,-130
271,-4615,-131
272,-4747,-132
273,-4888,-141
274,-5021,-133
275,-5164,-143
276,-5306,-142
277,-5454,-148
278,-5602,-148
279,-5758,-156
280,-5912,-154
281,-6067,-155
282,-6226,-159
283,-6384,-158
284,-6543,-159
285,-6705,-162
286,-6864,-159
287,-7035,-171
288,-7201,-166
289,-7371,-170
290,-7545,-174
291,-7718,-173
292,-7899,-181
293,-8075,-176
294,-8261,-186
295,-8439,-178
296,-8626,-187
297,-8809,-183
298,-8997,-188
299,-9177,-180
300,-9364,-187
301,-9558,-194
302,-9741,-183
303,-9943,-202
304,-10149,-206
305,-10356,-207
306,-10558,-202
307,-10759,-201
308,-10970,-211
309,-11175,-205
310,-11388,-213
311,-11592,-204
312,-11815,-223
313,-12019,-204
314,-12250,-231
315,-12471,-221
316,-12696,-225
317,-12920,-224
318,-13141,-221
319,-13370,-229
320,-13595,-225
321,-13818,-223
322,-14049,-231
323,-14275,-226
324,-14511,-236
325,-14749,-238
326,-14995,-246
327,-15231,-236
328,-15479,-248
329,-15717,-238
330,-15964,-247
331,-16217,-253
332,-16466,-249
333,-16722,-256
334,-16981,-259
335,-17242,-261
336,-17502,-260
337,-17763,-261
338,-18030,-267
339,-18279,-249
340,-18550,-271
341,-18809,-259
342,-19086,-277
343,-19367,-281
344,-19639,-272
345,-19912,-273
346,-20200,-288
347,-20473,-273
348,-20756,-283
349,-21036,-280
350,-21329,-293
351,-21622,-293
352,-21912,-290
