180,0,0
181,0,0
182,0,0
183,0,0
184,0,0
185,0,0
186,0,0
187,0,0
188,1,1
189,7,6
190,15,8
191,23,8
192,35,12
193,48,13
194,64,16
195,83,19
196,102,19
197,125,23
198,147,22
199,170,23
200,196,26
201,226,30
202,263,37
203,291,28
204,331,40
205,367,36
206,408,41
207,451,43
208,495,44
209,543,48
210,589,46
211,637,48
212,690,53
213,741,51
214,802,61
215,859,57
216,923,64
217,984,61
218,1046,62
219,1117,71
220,1180,63
221,1255,75
222,1326,71
223,1403,77
224,1474,71
225,1556,82
226,1640,84
227,1725,85
228,1808,83
229,1895,87
230,1985,90
231,2077,92
232,2168,91
233,2263,95
234,2360,97
235,2452,92
236,2556,104
237,2657,101
238,2761,104
239,2865,104
240,2969,104
241,3078,109
242,3188,110
243,3304,116
244,3421,117
245,3542,121
246,3663,121
247,3789,126
248,3910,121
249,4039,129
250,4168,129
251,4295,127
252,4429,134
253,4557,128
254,4693,136
255,4827,134
256,4965,138
257,5105,140
258,5251,146
259,5398,147
260,5550,152
261,5703,153
262,5857,154
263,6014,157
264,6172,158
265,6330,158
266,6492,162
267,6655,163
268,6821,166
269,6987,166
270,7152,165
271,7313,161
272,7485,172
273,7656,171
274,7834,178
275,8017,183
276,8197,180
277,8381,184
278,8571,190
279,8750,179
280,8943,193
281,9127,184
282,9312,185
283,9503,191
284,9696,193
285,9893,197
286,10095,202
287,10293,198
288,10502,209
289,10701,199
290,10921,220
291,11115,194
292,11334,219
293,11536,202
294,11750,214
295,11963,213
296,12175,212
297,12388,213
298,12626,238
299,12848,222
300,13075,227
301,13306,231
302,13539,233
303,13753,214
304,13996,243
305,14225,229
306,14459,234
307,14697,238
308,14950,253
309,15187,237
310,15431,244
311,15690,259
312,15937,247
313,16185,248
314,16424,239
315,16679,255
316,16930,251
317,17198,268
318,17453,255
319,17728,275
320,17986,258
321,18261,275
322,18508,247
323,18780,272
324,19048,268
325,19326,278
326,19603,277
327,19888,285
328,20163,275
329,20441,278
330,20713,272
331,20996,283
332,21271,275
333,21565,294
334,21865,300
335,22157,292
336,22453,296
337,22742,289
338,23035,293
339,23337,302
340,23626,289
341,23947,321
