153,0,0
154,0,0
155,0,0
156,0,0
157,0,0
158,1,1
159,5,4
160,11,6
161,19,8
162,30,11
163,43,13
164,53,10
165,69,16
166,79,10
167,98,19
168,118,20
169,144,26
170,171,27
171,193,22
172,223,30
173,255,32
174,293,38
175,325,32
176,363,38
177,405,42
178,443,38
179,488,45
180,535,47
181,576,41
182,638,62
183,678,40
184,743,65
185,791,48
186,851,60
187,905,54
188,966,61
189,1027,61
190,1098,71
191,1155,57
192,1234,79
193,1297,63
194,1375,78
195,1451,76
196,1521,70
197,1606,85
198,1681,75
199,1761,80
200,1851,90
201,1941,90
202,2034,93
203,2123,89
204,2220,97
205,2315,95
206,2415,100
207,2513,98
208,2613,100
209,2724,111
210,2835,111
211,2936,101
212,3051,115
213,3165,114
214,3271,106
215,3389,118
216,3505,116
217,3618,113
218,3738,120
219,3857,119
220,3981,124
221,4104,123
222,4240,136
223,4371,131
224,4505,134
225,4637,132
226,4779,142
227,4918,139
228,5054,136
229,5204,150
230,5348,144
231,5497,149
232,5637,140
233,5793,156
234,5933,140
235,6093,160
236,6245,152
237,6412,167
238,6565,153
239,6733,168
240,6897,164
241,7069,172
242,7247,178
243,7405,158
244,7583,178
245,7748,165
246,7924,176
247,8101,177
248,8275,174
249,8452,177
250,8629,177
251,8819,190
252,9012,193
253,9207,195
254,9392,185
255,9589,197
256,9783,194
257,9982,199
258,10172,190
259,10375,203
260,10580,205
261,10777,197
262,10976,199
263,11200,224
264,11403,203
265,11621,218
266,11828,207
267,12061,233
268,12272,211
269,12493,221
270,12705,212
271,12923,218
272,13146,223
273,13373,227
274,13607,234
275,13837,230
276,14075,238
277,14308,233
278,14556,248
279,14774,218
280,15018,244
281,15250,232
282,15501,251
283,15739,238
284,15995,256
285,16248,253
286,16498,250
287,16743,245
288,16996,253
289,17250,254
290,17499,249
291,17751,252
292,18027,276
293,18292,265
294,18557,265
295,18829,272
296,19096,267
297,19367,271
298,19642,275
299,19906,264
300,20195,289
301,20469,274
302,20747,278
303,21043,296
304,21330,287
305,21607,277
306,21891,284
307,22176,285
308,22473,297
309,22769,296
310,23071,302
311,23365,294
312,23671,306
313,23953,282
314,24255,302
315,24560,305
316,24867,307
317,25179,312
318,25494,315
319,25789,295
320,26104,315
321,26409,305
322,26717,308
323,27047,330
324,27369,322
325,27692,323
326,28017,325
327,28331,314
328,28667,336
