0,0,0.000000
1,7295,2431.666748
2,19772,9022.333008
3,27625,18230.666016
4,26007,24468.000000
5,14856,22829.333984
6,-1826,13012.333008
7,-17758,-1576.000000
8,-26883,-15489.000000
9,-25737,-23459.333984
10,-14760,-22460.000000
11,1862,-12878.333008
12,17769,1623.666626
13,26889,15506.666992
14,25745,23467.666016
15,14760,22464.666016
16,-1862,12881.000000
17,-17769,-1623.666626
18,-26894,-15508.333008
19,-25745,-23469.333984
20,-14757,-22465.333984
21,1862,-12880.000000
22,17772,1625.666626
23,26898,15510.666992
24,25739,23469.666016
25,14756,22464.333984
26,-1862,12877.666992
27,-17776,-1627.333374
28,-26891,-15509.666992
29,-25737,-23468.000000
30,-14757,-22461.666016
31,1863,-12877.000000
32,17771,1625.666626
33,26888,15507.333008
34,25739,23466.000000
35,14761,22462.666016
36,-1862,12879.333008
37,-17769,-1623.333374
38,-26889,-15506.666992
39,-25745,-23467.666016
40,-14760,-22464.666016
41,1862,-12881.000000
42,17769,1623.666626
43,26894,15508.333008
44,25745,23469.333984
45,14757,22465.333984
46,-1862,12880.000000
47,-17772,-1625.666626
48,-26898,-15510.666992
49,-25739,-23469.666016
50,-14756,-22464.333984
51,1862,-12877.666992
52,17776,1627.333374
53,26891,15509.666992
54,25737,23468.000000
55,14757,22461.666016
56,-1863,12877.000000
57,-17771,-1625.666626
58,-26888,-15507.333008
59,-25739,-23466.000000
60,-14761,-22462.666016
61,1862,-12879.333008
62,17769,1623.333374
63,26889,15506.666992
64,25745,23467.666016
65,14760,22464.666016
66,-1862,12881.000000
67,-17769,-1623.666626
68,-26894,-15508.333008
69,-25745,-23469.333984
70,-14757,-22465.333984
71,1862,-12880.000000
72,17772,1625.666626
73,26898,15510.666992
74,25739,23469.666016
75,14756,22464.333984
76,-1862,12877.666992
77,-17776,-1627.333374
78,-26891,-15509.666992
79,-25737,-23468.000000
80,-14757,-22461.666016
81,1863,-12877.000000
82,17771,1625.666626
83,26888,15507.333008
84,25739,23466.000000
85,14761,22462.666016
86,-1862,12879.333008
87,-17769,-1623.333374
88,-26889,-15506.666992
89,-25745,-23467.666016
90,-14760,-22464.666016
91,1862,-12881.000000
92,17769,1623.666626
93,26894,15508.333008
94,25745,23469.333984
95,14757,22465.333984
96,-1862,12880.000000
97,-17772,-1625.666626
98,-26898,-15510.666992
99,-25739,-23469.666016
100,-14763,-22466.666016
